Total packets,Total size,Mean size,Mean inter-arrival,Scenario
6,390,65,0.0399654,0
192,18861,98.234375,0.001179435,0
238,23698,99.57142857,0.000896266,0
7,455,65,0.039982667,0
258,25481,98.76356589,0.000850062,0
72,6998,97.19444444,0.003213296,0
125,12299,98.392,0.001612887,0
8,497,62.125,0.034311286,0
211,20886,98.98578199,0.001118838,0
71,6628,93.35211268,0.0029828,0
185,18186,98.3027027,0.00128081,0
98,9669,98.66326531,0.002470979,0
91,9028,99.20879121,0.002540733,0
58,5364,92.48275862,0.003535018,0
8,474,59.25,0.028556143,0
55,5317,96.67272727,0.004447667,0
6,390,65,0.0399344,0
117,11407,97.4957265,0.001935069,0
245,24372,99.47755102,0.000860865,0
60,5817,96.95,0.004066746,0
95,9391,98.85263158,0.002132362,0
171,16744,97.91812865,0.001128282,0
149,14510,97.38255034,0.001558608,0
48,4539,94.5625,0.005122723,0
130,12972,99.78461538,0.001603977,0
52,4732,91,0.004463333,0
8,532,66.5,0.028539714,0
244,24266,99.45081967,0.000988671,0
6,390,65,0.039919,0
244,23993,98.33196721,0.000935848,0
62,6206,100.0967742,0.003983902,0
161,15825,98.29192547,0.001529294,0
54,5210,96.48148148,0.003985283,0
27,2407,89.14814815,0.007751731,0
109,10768,98.78899083,0.001856028,0
201,19728,98.14925373,0.001197885,0
80,7692,96.15,0.002783063,0
49,4882,99.63265306,0.004731687,0
49,4425,90.30612245,0.004166229,0
152,15013,98.76973684,0.001588636,0
177,17603,99.4519774,0.00127742,0
107,10356,96.78504673,0.00213734,0
69,6794,98.46376812,0.002949015,0
151,14695,97.31788079,0.001606413,0
144,14391,99.9375,0.001393755,0
163,15917,97.65030675,0.001438364,0
50,4758,95.16,0.004320327,0
92,9051,98.38043478,0.002642659,0
191,18754,98.18848168,0.001102995,0
115,11202,97.40869565,0.002103465,0
111,10731,96.67567568,0.002209718,0
86,8397,97.63953488,0.002881529,0
70,6838,97.68571429,0.003589464,0
65,6173,94.96923077,0.003854125,0
158,15498,98.08860759,0.001283994,0
39,3758,96.35897436,0.006325132,0
206,20574,99.87378641,0.000979356,0
95,9101,95.8,0.002414957,0
29,2740,94.48275862,0.007139536,0
7,455,65,0.040035167,0
14,1134,81,0.015454231,0
9,649,72.11111111,0.02526075,0
8,770,96.25,0.03197,0
8,533,66.625,0.034292429,0
6,390,65,0.0399236,0
9,649,72.11111111,0.025119375,0
6,390,65,0.0401728,0
7,455,65,0.040046667,0
342,33828,98.9122807,0.000630601,0
84,7970,94.88095238,0.002997277,0
7,480,68.57142857,0.033318833,0
143,14235,99.54545455,0.001692106,0
38,3492,91.89473684,0.005390703,0
233,22961,98.54506438,0.001072634,0
30,2852,95.06666667,0.006955069,0
117,11412,97.53846154,0.002067629,0
6,390,65,0.039971,0
9,649,72.11111111,0.025041375,0
6,390,65,0.0401716,0
7,455,65,0.040052333,0
80,7858,98.225,0.002575114,0
9,649,72.11111111,0.02655025,0
6,390,65,0.0399942,0
7,455,65,0.040065,0
36,3407,94.63888889,0.006056,0
153,14839,96.9869281,0.00132375,0
270,27114,100.4222222,0.000820342,0
103,10071,97.77669903,0.002348127,0
42,4008,95.42857143,0.004888732,0
80,7771,97.1375,0.002842165,0
208,20440,98.26923077,0.00117813,0
68,6482,95.32352941,0.003664,0
186,18250,98.11827957,0.001327811,0
60,6095,101.5833333,0.00342461,0
124,11912,96.06451613,0.001724984,0
109,10773,98.83486239,0.002221463,0
65,6212,95.56923077,0.00317525,0
73,7127,97.63013699,0.002828736,0
8,518,64.75,0.030151571,0
7,455,65,0.0401155,0
6,390,65,0.0399312,0
84,8073,96.10714286,0.002185229,0
216,21639,100.1805556,0.00111546,0
40,3679,91.975,0.006166641,0
6,390,65,0.0400696,0
11,794,72.18181818,0.0201458,0
79,7606,96.27848101,0.002561833,0
173,16989,98.20231214,0.001419407,0
162,16157,99.7345679,0.001388025,0
76,7545,99.27631579,0.00301964,0
181,17666,97.60220994,0.001299267,0
219,21779,99.44748858,0.001132509,0
73,7296,99.94520548,0.003395167,0
57,5364,94.10526316,0.003751732,0
127,12333,97.11023622,0.001680778,0
115,11255,97.86956522,0.002103368,0
112,10990,98.125,0.00182145,0
124,12031,97.02419355,0.001848561,0
79,7836,99.18987342,0.002709423,0
13,971,74.69230769,0.020074917,0
104,10293,98.97115385,0.002201194,0
22,1738,79,0.009551333,0
57,5580,97.89473684,0.003747946,0
71,6864,96.67605634,0.003430514,0
117,11467,98.00854701,0.001926966,0
63,6054,96.0952381,0.003670532,0
145,14458,99.71034483,0.00138775,0
30,2800,93.33333333,0.008337379,0
285,28265,99.1754386,0.000788817,0
185,18306,98.95135135,0.00133831,0
158,15403,97.48734177,0.001571045,0
105,10415,99.19047619,0.002326221,0
114,10928,95.85964912,0.00216754,0
68,6689,98.36764706,0.002969209,0
91,8783,96.51648352,0.002353633,0
96,9411,98.03125,0.002536368,0
137,13609,99.33576642,0.001473551,0
115,11096,96.48695652,0.001880868,0
59,5704,96.6779661,0.003453207,0
92,8863,96.33695652,0.002638945,0
100,10053,100.53,0.002315455,0
63,6007,95.34920635,0.003441677,0
96,9217,96.01041667,0.002115884,0
10,708,70.8,0.026688778,0
72,7000,97.22222222,0.002883423,0
152,15001,98.69078947,0.001497781,0
258,25684,99.5503876,0.00077651,0
104,10078,96.90384615,0.002328699,0
141,13825,98.04964539,0.001557257,0
160,15679,97.99375,0.001500006,0
83,8180,98.55421687,0.00292289,0
81,7767,95.88888889,0.003096487,0
162,15876,98,0.001539571,0
71,6963,98.07042254,0.0035303,0
108,10362,95.94444444,0.001908187,0
125,12351,98.808,0.001934823,0
77,7693,99.90909091,0.002643053,0
66,6252,94.72727273,0.002863338,0
132,12906,97.77272727,0.001600336,0
168,16592,98.76190476,0.001455084,0
92,8986,97.67391304,0.002531868,0
78,7419,95.11538462,0.002898221,0
102,10196,99.96078431,0.002055119,0
40,3646,91.15,0.006156179,0
222,22025,99.21171171,0.000981751,0
90,8712,96.8,0.002556225,0
124,12162,98.08064516,0.001627545,0
58,5408,93.24137931,0.004214526,0
125,12561,100.488,0.001616863,0
40,3774,94.35,0.005472692,0
229,22518,98.33187773,0.001073018,0
106,10518,99.22641509,0.002377257,0
83,7924,95.46987952,0.003009451,0
57,5531,97.03508772,0.004437982,0
76,7053,92.80263158,0.002668973,0
158,15707,99.41139241,0.001527669,0
167,16343,97.86227545,0.001261657,0
102,9979,97.83333333,0.002222554,0
56,5494,98.10714286,0.003856745,0
57,5372,94.24561404,0.004296768,0
170,16859,99.17058824,0.00133413,0
31,2919,94.16129032,0.006645133,0
236,23359,98.97881356,0.000949868,0
54,5060,93.7037037,0.004511509,0
119,11830,99.41176471,0.001835381,0
132,12680,96.06060606,0.001524626,0
125,12321,98.568,0.001695992,0
78,7738,99.20512821,0.003101896,0
122,11914,97.6557377,0.001769909,0
81,7891,97.41975309,0.003079438,0
117,11459,97.94017094,0.002111595,0
148,14474,97.7972973,0.001683497,0
112,11017,98.36607143,0.002083721,0
85,7998,94.09411765,0.00276269,0
80,7925,99.0625,0.002581481,0
41,3941,96.12195122,0.006002575,0
37,3446,93.13513514,0.005545278,0
66,6314,95.66666667,0.003373015,0
12,1070,89.16666667,0.019292636,0
48,4525,94.27083333,0.005114915,0
9,674,74.88888889,0.025001875,0
9,649,72.11111111,0.025147125,0
6,390,65,0.040083,0
7,455,65,0.040110333,0
6,390,65,0.0399292,0
11,854,77.63636364,0.0201033,0
6,390,65,0.039956,0
7,455,65,0.040081333,0
7,456,65.14285714,0.033230833,0
30,2880,96,0.007465138,0
121,11705,96.73553719,0.002045275,0
165,16243,98.44242424,0.001455561,0
209,20683,98.96172249,0.000958913,0
157,15387,98.00636943,0.001536558,0
97,9529,98.2371134,0.002085604,0
79,7594,96.12658228,0.003080013,0
31,2893,93.32258065,0.0069563,0
15,1391,92.73333333,0.014363214,0
94,9070,96.4893617,0.002154065,0
34,3216,94.58823529,0.007301909,0
142,13813,97.27464789,0.001578539,0
129,12680,98.29457364,0.001774336,0
52,4904,94.30769231,0.004319059,0
21,1891,90.04761905,0.01203295,0
14,1238,88.42857143,0.015712923,0
19,1780,93.68421053,0.010093889,0
8,518,64.75,0.030042143,0
64,6042,94.40625,0.003915143,0
158,15503,98.12025316,0.001567344,0
272,27369,100.6213235,0.000894133,0
196,19305,98.49489796,0.001209708,0
106,10540,99.43396226,0.002362752,0
79,7649,96.82278481,0.003176026,0
59,5452,92.40677966,0.004210862,0
134,13124,97.94029851,0.001511842,0
26,2425,93.26923077,0.00959284,0
23,2085,90.65217391,0.009087545,0
52,4925,94.71153846,0.003910647,0
129,12919,100.1472868,0.001587172,0
68,6338,93.20588235,0.003589,0
72,7043,97.81944444,0.00289762,0
10,745,74.5,0.025306333,0
15,1126,75.06666667,0.014508643,0
31,2941,94.87096774,0.007992167,0
43,4126,95.95348837,0.004939262,0
70,6790,97,0.002915841,0
94,9124,97.06382979,0.00216129,0
52,4875,93.75,0.004709412,0
274,27762,101.3211679,0.000857271,0
206,20253,98.31553398,0.001100302,0
110,10779,97.99090909,0.002164202,0
148,14546,98.28378378,0.001676782,0
112,10970,97.94642857,0.002232144,0
78,7512,96.30769231,0.003190429,0
65,6099,93.83076923,0.003128016,0
104,10338,99.40384615,0.002334107,0
97,9285,95.72164948,0.0020975,0
84,8306,98.88095238,0.002596181,0
82,7798,95.09756098,0.002611901,0
99,9702,98,0.002451245,0
22,1953,88.77272727,0.010100048,0
24,2118,88.25,0.008733783,0
16,1409,88.0625,0.014659933,0
7,455,65,0.039857,0
16,1488,93,0.014547533,0
29,2560,88.27586207,0.007191571,0
63,6225,98.80952381,0.003220194,0
11,832,75.63636364,0.0239456,0
43,4097,95.27906977,0.004779857,0
144,14137,98.17361111,0.001590049,0
192,19284,100.4375,0.001098084,0
222,21718,97.82882883,0.001109905,0
155,15321,98.84516129,0.001543831,0
85,8331,98.01176471,0.00242775,0
108,10418,96.46296296,0.001971879,0
120,11908,99.23333333,0.002017042,0
82,7859,95.84146341,0.002483444,0
87,8518,97.90804598,0.00264393,0
55,5294,96.25454545,0.003916185,0
77,7389,95.96103896,0.003229829,0
80,7744,96.8,0.002886759,0
137,13572,99.06569343,0.001564868,0
27,2453,90.85185185,0.008359,0
24,2020,84.16666667,0.010401261,0
74,7404,100.0540541,0.002903973,0
69,6621,95.95652174,0.002967838,0
113,10980,97.16814159,0.001972223,0
71,6907,97.28169014,0.003421843,0
277,27513,99.32490975,0.000778033,0
247,24375,98.68421053,0.000990654,0
109,10762,98.73394495,0.002306954,0
108,10676,98.85185185,0.002312579,0
75,7253,96.70666667,0.003271743,0
65,6195,95.30769231,0.003884578,0
137,13289,97,0.00147189,0
110,10792,98.10909091,0.002198523,0
153,14921,97.52287582,0.001402849,0
53,5257,99.18867925,0.003483154,0
107,10360,96.82242991,0.001986462,0
58,5464,94.20689655,0.004355439,0
110,10977,99.79090909,0.002124046,0
68,6417,94.36764706,0.003380015,0
144,14130,98.125,0.001591643,0
163,16156,99.11656442,0.001476383,0
91,8836,97.0989011,0.002219511,0
36,3597,99.91666667,0.005863857,0
125,12103,96.824,0.001919024,0
75,7253,96.70666667,0.003126811,0
249,24673,99.08835341,0.000876081,0
79,7601,96.21518987,0.003102115,0
165,16287,98.70909091,0.001462195,0
104,10163,97.72115385,0.002388078,0
95,9362,98.54736842,0.002639862,0
103,10070,97.76699029,0.002003755,0
78,7496,96.1025641,0.002676494,0
93,8975,96.50537634,0.002609217,0
78,7729,99.08974359,0.002606338,0
100,9789,97.89,0.002284798,0
72,7005,97.29166667,0.002956408,0
227,22391,98.63876652,0.001094173,0
72,7009,97.34722222,0.00326238,0
119,11614,97.59663866,0.001928576,0
151,14703,97.37086093,0.001384827,0
94,9301,98.94680851,0.002656043,0
107,10405,97.24299065,0.002196623,0
59,5696,96.54237288,0.003135328,0
98,9593,97.8877551,0.002156918,0
117,11462,97.96581197,0.00207,0
142,13945,98.20422535,0.001518709,0
147,14434,98.19047619,0.001549925,0
82,7975,97.25609756,0.003029716,0
78,7605,97.5,0.003211506,0
165,16279,98.66060606,0.001436232,0
89,8670,97.41573034,0.002822045,0
103,9994,97.02912621,0.002077686,0
112,11031,98.49107143,0.002160604,0
83,8111,97.72289157,0.002505561,0
83,7957,95.86746988,0.002710037,0
82,7843,95.64634146,0.002571062,0
142,13941,98.17605634,0.00169839,0
170,16716,98.32941176,0.001257373,0
58,5624,96.96551724,0.003518614,0
109,10748,98.60550459,0.002164352,0
70,6627,94.67142857,0.00347529,0
194,19258,99.26804124,0.001169404,0
74,7153,96.66216216,0.003076986,0
127,12440,97.95275591,0.001584079,0
105,10229,97.41904762,0.002346625,0
119,11823,99.35294118,0.002055288,0
125,12137,97.096,0.001997476,0
111,10894,98.14414414,0.002186982,0
106,10543,99.46226415,0.0023472,0
79,7648,96.81012658,0.003057026,0
71,6653,93.70422535,0.003543671,0
104,10188,97.96153846,0.00194768,0
66,6276,95.09090909,0.003697738,0
22,2130,96.81818182,0.00981819,0
44,4074,92.59090909,0.005118023,0
59,5710,96.77966102,0.003634086,0
31,2924,94.32258065,0.0080059,0
66,6474,98.09090909,0.003515431,0
22,1799,81.77272727,0.008640857,0
17,1470,86.47058824,0.014801438,0
43,4087,95.04651163,0.005704595,0
87,8455,97.18390805,0.002470221,0
55,5182,94.21818182,0.004164611,0
96,9491,98.86458333,0.002104789,0
55,5125,93.18181818,0.004458981,0
112,11032,98.5,0.001938586,0
223,22180,99.46188341,0.001024698,0
205,20180,98.43902439,0.001208843,0
158,15526,98.26582278,0.001549287,0
112,10950,97.76785714,0.002151532,0
84,7988,95.0952381,0.00295047,0
98,9572,97.67346939,0.002330082,0
85,8296,97.6,0.00285725,0
92,8910,96.84782609,0.002323407,0
81,7782,96.07407407,0.003071713,0
79,7785,98.5443038,0.002613205,0
59,5754,97.52542373,0.004145707,0
132,12905,97.76515152,0.00161787,0
62,6417,103.5,0.003099721,0
114,10876,95.40350877,0.002159442,0
103,10227,99.29126214,0.002240588,0
101,9861,97.63366337,0.00208351,0
198,19651,99.24747475,0.001212289,0
123,11924,96.94308943,0.001669566,0
68,6683,98.27941176,0.003596239,0
272,26925,98.98897059,0.000791786,0
107,10404,97.23364486,0.002285509,0
84,8187,97.46428571,0.00289294,0
77,7538,97.8961039,0.003158447,0
166,16408,98.84337349,0.001404364,0
93,8994,96.70967742,0.002599761,0
109,10721,98.35779817,0.001862815,0
115,11272,98.0173913,0.002110693,0
85,8321,97.89411765,0.002441071,0
88,8362,95.02272727,0.002601126,0
73,7058,96.68493151,0.002928736,0
143,14055,98.28671329,0.001689218,0
56,5477,97.80357143,0.004114618,0
72,7057,98.01388889,0.00255431,0
162,15832,97.72839506,0.001499137,0
51,4874,95.56862745,0.00467058,0
75,7520,100.2666667,0.002801986,0
96,9284,96.70833333,0.002620042,0
120,11690,97.41666667,0.001957168,0
108,10614,98.27777778,0.002244729,0
227,22398,98.66960352,0.000886358,0
175,17215,98.37142857,0.00135154,0
112,10996,98.17857143,0.002124162,0
103,10088,97.94174757,0.002420186,0
73,7056,96.65753425,0.003395653,0
59,5655,95.84745763,0.004299603,0
110,10774,97.94545455,0.001871615,0
185,18210,98.43243243,0.00129869,0
119,11623,97.67226891,0.001787144,0
85,8363,98.38823529,0.00269106,0
68,6410,94.26470588,0.003131657,0
62,5805,93.62903226,0.003937148,0
111,11014,99.22522523,0.002062727,0
63,6013,95.44444444,0.003677097,0
257,25350,98.6381323,0.00088332,0
79,7796,98.6835443,0.003112859,0
62,5989,96.59677419,0.00378423,0
116,11337,97.73275862,0.001756583,0
147,14308,97.33333333,0.001370178,0
72,7003,97.26388889,0.003392183,0
161,15852,98.45962733,0.001361312,0
74,7178,97,0.003261658,0
168,16484,98.11904762,0.001464198,0
104,10162,97.71153846,0.00239501,0
112,11016,98.35714286,0.002151279,0
88,8595,97.67045455,0.00282546,0
79,7556,95.64556962,0.002713167,0
111,10949,98.63963964,0.002247173,0
45,4326,96.13333333,0.004856159,0
44,3988,90.63636364,0.005296372,0
97,9572,98.68041237,0.002204792,0
63,5963,94.65079365,0.003870177,0
118,11703,99.1779661,0.001784846,0
65,6249,96.13846154,0.003518609,0
82,8078,98.51219512,0.002928148,0
48,4585,95.52083333,0.00512034,0
62,5731,92.43548387,0.00359823,0
84,8284,98.61904762,0.002420506,0
115,11184,97.25217391,0.001752325,0
78,7676,98.41025641,0.00319639,0
283,28068,99.18021201,0.000854521,0
206,20231,98.20873786,0.001195771,0
75,7261,96.81333333,0.003283365,0
86,8400,97.6744186,0.002857153,0
145,14470,99.79310345,0.001613153,0
111,10657,96.00900901,0.002054009,0
65,6474,99.6,0.003209875,0
90,8682,96.46666667,0.002697685,0
113,10877,96.25663717,0.001914696,0
81,7767,95.88888889,0.003010213,0
100,10008,100.08,0.002162343,0
67,6378,95.19402985,0.003638561,0
137,13480,98.39416058,0.0016635,0
80,7746,96.825,0.002877468,0
80,7651,95.6375,0.00268162,0
7,455,65,0.040094667,0
43,4107,95.51162791,0.005004429,0
60,5791,96.51666667,0.003850559,0
122,12093,99.12295082,0.001749107,0
79,7616,96.40506329,0.003183372,0
282,27803,98.59219858,0.000849957,0
230,22694,98.66956522,0.00108545,0
112,10968,97.92857143,0.002146441,0
86,8378,97.41860465,0.002903353,0
76,7349,96.69736842,0.003246653,0
112,11078,98.91071429,0.002063541,0
77,7261,94.2987013,0.002681329,0
100,9767,97.67,0.00242598,0
107,10616,99.21495327,0.002026491,0
82,7907,96.42682927,0.003051827,0
130,12676,97.50769231,0.00164338,0
81,7729,95.41975309,0.002993713,0
71,6944,97.8028169,0.003074986,0
65,6255,96.23076923,0.003509563,0
70,6819,97.41428571,0.003356594,0
90,8774,97.48888889,0.002674281,0
107,10574,98.82242991,0.001953094,0
72,6790,94.30555556,0.003474479,0
100,9854,98.54,0.002018848,0
185,17889,96.6972973,0.001297755,0
265,26537,100.1396226,0.00085322,0
99,9515,96.11111111,0.002549143,0
164,16227,98.94512195,0.001506558,0
104,10144,97.53846154,0.002377476,0
110,10803,98.20909091,0.002199587,0
62,5976,96.38709677,0.003999443,0
83,8130,97.95180723,0.00250611,0
173,17004,98.28901734,0.00140236,0
117,11439,97.76923077,0.001845483,0
93,9051,97.32258065,0.002586728,0
90,8666,96.28888889,0.002377213,0
56,5454,97.39285714,0.004367745,0
187,18355,98.15508021,0.001200602,0
72,7084,98.38888889,0.002558338,0
156,15229,97.62179487,0.001574374,0
74,7166,96.83783784,0.003295575,0
104,10346,99.48076923,0.002097466,0
64,5974,93.34375,0.003923635,0
183,18008,98.40437158,0.001147577,0
70,6869,98.12857143,0.003467087,0
127,12499,98.41732283,0.001591302,0
125,12250,98,0.001985645,0
79,7606,96.27848101,0.003201603,0
142,13995,98.55633803,0.00173817,0
114,11216,98.38596491,0.002098204,0
89,8659,97.29213483,0.002580591,0
118,11474,97.23728814,0.001751684,0
90,8722,96.91111111,0.002692753,0
82,8103,98.81707317,0.002565753,0
163,16157,99.12269939,0.001402111,0
81,7724,95.35802469,0.002625413,0
79,7614,96.37974684,0.003075436,0
148,14701,99.33108108,0.001549565,0
56,5246,93.67857143,0.003621945,0
56,5461,97.51785714,0.003626164,0
224,22154,98.90178571,0.001101054,0
85,8326,97.95294118,0.002755619,0
78,7486,95.97435897,0.002612571,0
115,11255,97.86956522,0.001811816,0
113,11077,98.02654867,0.002207589,0
108,10695,99.02777778,0.00214486,0
152,14825,97.53289474,0.001643099,0
114,11199,98.23684211,0.002145053,0
101,9859,97.61386139,0.00243977,0
82,8116,98.97560976,0.003062309,0
71,6658,93.77464789,0.002883071,0
166,16405,98.8253012,0.001342333,0
110,10863,98.75454545,0.002196257,0
118,11538,97.77966102,0.001760034,0
90,8815,97.94444444,0.002536438,0
75,7167,95.56,0.002860108,0
60,5745,95.75,0.004069695,0
131,12876,98.29007634,0.001577762,0
110,10811,98.28181818,0.001658624,0
188,18422,97.9893617,0.001328829,0
58,5549,95.67241379,0.004208772,0
55,5439,98.89090909,0.003689667,0
191,18779,98.31937173,0.001076537,0
131,12781,97.5648855,0.001840108,0
79,7814,98.91139241,0.003046064,0
108,10483,97.06481481,0.002029019,0
80,7677,95.9625,0.003092582,0
28,2677,95.60714286,0.007688185,0
240,23631,98.4625,0.001028649,0
114,11214,98.36842105,0.002113248,0
89,8700,97.75280899,0.002270625,0
76,7312,96.21052632,0.002969227,0
133,13195,99.21052632,0.001814894,0
123,11951,97.16260163,0.001640418,0
110,10855,98.68181818,0.002071193,0
91,8770,96.37362637,0.0023498,0
76,7359,96.82894737,0.00319884,0
101,10141,100.4059406,0.00217873,0
103,9848,95.61165049,0.002215088,0
135,13018,96.42962963,0.001770896,0
41,3896,95.02439024,0.005996525,0
195,19330,99.12820513,0.001180902,0
60,5728,95.46666667,0.003496661,0
114,11185,98.11403509,0.00177185,0
80,7661,95.7625,0.003039557,0
78,7496,96.1025641,0.002872961,0
238,23630,99.28571429,0.000956215,0
67,6514,97.2238806,0.003769182,0
86,8405,97.73255814,0.002899094,0
172,16939,98.48255814,0.001371988,0
92,8902,96.76086957,0.002700055,0
79,7780,98.48101266,0.002748436,0
124,12047,97.15322581,0.001982431,0
86,8396,97.62790698,0.002905765,0
75,7248,96.64,0.00331127,0
106,10530,99.33962264,0.002117067,0
111,10738,96.73873874,0.002182736,0
154,15232,98.90909091,0.001409039,0
83,8079,97.3373494,0.002452561,0
140,13553,96.80714286,0.001693273,0
117,11391,97.35897436,0.002069371,0
132,12927,97.93181818,0.001612794,0
75,7553,100.7066667,0.002461473,0
101,9562,94.67326733,0.00211853,0
73,7142,97.83561644,0.003415042,0
80,7896,98.7,0.00293381,0
219,21708,99.12328767,0.00104083,0
108,10460,96.85185185,0.002256243,0
86,8377,97.40697674,0.002898976,0
76,7350,96.71052632,0.003268533,0
139,13524,97.29496403,0.001784638,0
132,12975,98.29545455,0.001635336,0
110,10856,98.69090909,0.002212413,0
113,11087,98.11504425,0.0018745,0
70,6859,97.98571429,0.003183841,0
74,7165,96.82432432,0.002887795,0
98,9401,95.92857143,0.002479247,0
182,17989,98.84065934,0.001243884,0
76,7394,97.28947368,0.002420573,0
135,13274,98.32592593,0.001852157,0
59,5498,93.18644068,0.004135103,0
81,8023,99.04938272,0.002584038,0
91,8806,96.76923077,0.002657956,0
202,20015,99.08415842,0.000997209,0
77,7475,97.07792208,0.003161303,0
122,12100,99.18032787,0.001884463,0
82,7907,96.42682927,0.002899222,0
73,7026,96.24657534,0.002891861,0
201,19714,98.07960199,0.00121006,0
113,11057,97.84955752,0.002179643,0
84,8015,95.41666667,0.002728096,0
91,9043,99.37362637,0.0023824,0
144,14133,98.14583333,0.001721364,0
110,10636,96.69090909,0.001983101,0
76,7583,99.77631579,0.002938853,0
56,5432,97,0.003757545,0
72,6796,94.38888889,0.003375549,0
184,18356,99.76086957,0.001174158,0
123,11955,97.19512195,0.001867713,0
64,6174,96.46875,0.003689365,0
170,16633,97.84117647,0.001418219,0
57,5488,96.28070175,0.003594536,0
121,11800,97.52066116,0.001691042,0
102,9992,97.96078431,0.002129891,0
132,12910,97.8030303,0.001830038,0
115,11444,99.51304348,0.001743219,0
141,13706,97.20567376,0.001657236,0
70,6787,96.95714286,0.003370812,0
99,9693,97.90909091,0.002512224,0
51,4829,94.68627451,0.00409528,0
202,19945,98.73762376,0.001043169,0
112,10923,97.52678571,0.002058063,0
111,10981,98.92792793,0.002237164,0
85,8321,97.89411765,0.002560488,0
58,5390,92.93103448,0.004264211,0
108,10665,98.75,0.001969065,0
113,11104,98.26548673,0.002140196,0
183,18052,98.64480874,0.001126346,0
65,6263,96.35384615,0.002820141,0
113,11020,97.52212389,0.002219482,0
9,652,72.44444444,0.0301445,0
39,3592,92.1025641,0.005249711,0
301,29920,99.40199336,0.00081283,0
126,12369,98.16666667,0.001826952,0
54,5060,93.7037037,0.004537396,0
116,11609,100.0775862,0.0018608,0
122,11849,97.12295082,0.002057372,0
139,13708,98.61870504,0.001697587,0
109,10835,99.40366972,0.002282509,0
90,8706,96.73333333,0.002677933,0
76,7292,95.94736842,0.003319653,0
95,9226,97.11578947,0.00230517,0
109,10684,98.01834862,0.002256565,0
21,1879,89.47619048,0.01049395,0
19,1718,90.42105263,0.013408889,0
14,1047,74.78571429,0.015698231,0
135,13166,97.52592593,0.001792291,0
146,14569,99.78767123,0.001495559,0
73,6790,93.01369863,0.002779597,0
78,7724,99.02564103,0.00301913,0
100,9612,96.12,0.002414283,0
74,7259,98.09459459,0.002735397,0
136,13262,97.51470588,0.001570689,0
54,5251,97.24074074,0.003770472,0
116,11507,99.19827586,0.002094835,0
91,8762,96.28571429,0.002397511,0
90,8756,97.28888889,0.002681708,0
182,18033,99.08241758,0.001297249,0
270,26568,98.4,0.000890643,0
171,16892,98.78362573,0.001437829,0
96,9234,96.1875,0.002602347,0
112,11027,98.45535714,0.001982748,0
67,6586,98.29850746,0.00361447,0
40,3707,92.675,0.005905051,0
41,3944,96.19512195,0.005687225,0
100,9782,97.82,0.002059737,0
61,5855,95.98360656,0.004001017,0
98,9366,95.57142857,0.002124454,0
32,3087,96.46875,0.006501903,0
17,1525,89.70588235,0.01254175,0
77,7432,96.51948052,0.003165171,0
55,5375,97.72727273,0.004016981,0
81,7800,96.2962963,0.002796238,0
117,11370,97.17948718,0.00172556,0
67,6801,101.5074627,0.003673197,0
300,29822,99.40666667,0.000815699,0
231,22853,98.93073593,0.001068339,0
113,11041,97.7079646,0.00221667,0
75,7234,96.45333333,0.003334257,0
74,7247,97.93243243,0.003327795,0
165,16235,98.39393939,0.001489524,0
110,10629,96.62727273,0.002008138,0
105,10494,99.94285714,0.002363962,0
87,8505,97.75862069,0.002861605,0
62,5944,95.87096774,0.004038787,0
100,9733,97.33,0.002082495,0
55,5125,93.18181818,0.004449259,0
81,8005,98.82716049,0.002644225,0
22,1738,79,0.009643905,0
24,2373,98.875,0.008704217,0
25,2184,87.36,0.009986208,0
93,9222,99.16129032,0.00227988,0
69,6483,93.95652174,0.003346074,0
109,10722,98.36697248,0.001894861,0
66,6424,97.33333333,0.003682862,0
170,16746,98.50588235,0.001280586,0
144,14080,97.77777778,0.001488469,0
289,28369,98.16262976,0.000853625,0
154,15484,100.5454545,0.001603739,0
88,8411,95.57954545,0.00278369,0
72,6925,96.18055556,0.00349031,0
115,11352,98.71304348,0.002096614,0
97,9329,96.17525773,0.002492542,0
110,10860,98.72727273,0.002154963,0
22,1941,88.22727273,0.010608238,0
121,11994,99.12396694,0.001857825,0
65,6148,94.58461538,0.003758547,0
77,7412,96.25974026,0.002663316,0
88,8558,97.25,0.00280808,0
51,4869,95.47058824,0.0046477,0
101,9871,97.73267327,0.00241875,0
18,1563,86.83333333,0.011748,0
51,4858,95.25490196,0.0042182,0
6,390,65,0.0401606,0
39,3582,91.84615385,0.006331316,0
102,10167,99.67647059,0.002088861,0
285,28425,99.73684211,0.000813535,0
194,19163,98.77835052,0.001247653,0
149,14841,99.60402685,0.001603358,0
109,10476,96.11009174,0.002199704,0
98,9642,98.3877551,0.002205227,0
89,8498,95.48314607,0.002609966,0
81,7828,96.64197531,0.003050825,0
78,7701,98.73076923,0.002759701,0
28,2518,89.92857143,0.008874963,0
68,6464,95.05882353,0.003095119,0
57,5503,96.54385965,0.004282268,0
144,14158,98.31944444,0.001479497,0
56,5448,97.28571429,0.0036576,0
79,7649,96.82278481,0.003050026,0
92,9095,98.85869565,0.002591681,0
16,1199,74.9375,0.013325933,0
64,6117,95.578125,0.003300429,0
113,11186,98.99115044,0.001824482,0
31,2740,88.38709677,0.008019633,0
107,10305,96.30841121,0.001957274,0
314,31395,99.98407643,0.000786374,0
140,13786,98.47142857,0.001770374,0
80,7617,95.2125,0.003112177,0
