Total packets,Total size,Mean size,Mean inter-arrival,Scenario
52,5080,97.69230769,0.003937647,0
98,9696,98.93877551,0.002346701,0
112,10730,95.80357143,0.002206883,0
241,23956,99.40248963,0.001020104,0
226,22586,99.9380531,0.001060467,0
142,13945,98.20422535,0.00176273,0
85,8279,97.4,0.002808048,0
38,3481,91.60526316,0.00668227,0
19,1744,91.78947368,0.012809889,0
72,6798,94.41666667,0.003059085,0
61,6091,99.85245902,0.003344583,0
10,675,67.5,0.026691111,0
67,6374,95.13432836,0.003073273,0
60,5799,96.65,0.003387678,0
87,8531,98.05747126,0.002693872,0
79,7601,96.21518987,0.003063449,0
120,11800,98.33333333,0.001683126,0
53,5168,97.50943396,0.004158769,0
63,5978,94.88888889,0.003237565,0
90,8743,97.14444444,0.002697753,0
25,2401,96.04,0.008290458,0
131,12658,96.6259542,0.001712308,0
185,18328,99.07027027,0.001327201,0
171,16837,98.4619883,0.001457971,0
203,20229,99.65024631,0.001169436,0
150,14608,97.38666667,0.001611933,0
79,7633,96.62025316,0.002924218,0
52,4919,94.59615385,0.004710686,0
72,7038,97.75,0.003308662,0
94,9326,99.21276596,0.002658086,0
66,6237,94.5,0.003258954,0
45,4328,96.17777778,0.005463614,0
125,12272,98.176,0.001649903,0
56,5241,93.58928571,0.003646364,0
113,11086,98.10619469,0.001997071,0
14,1282,91.57142857,0.018470615,0
29,2526,87.10344828,0.007771571,0
42,3902,92.9047619,0.00602122,0
61,5846,95.83606557,0.003334517,0
95,9364,98.56842105,0.002562638,0
58,5550,95.68965517,0.003512123,0
103,9853,95.66019417,0.002207059,0
131,12825,97.90076336,0.001857185,0
245,24173,98.66530612,0.000972586,0
216,21238,98.32407407,0.00102714,0
132,12812,97.06060606,0.001866649,0
93,9002,96.79569892,0.002548924,0
64,6126,95.71875,0.003911095,0
54,5266,97.51851852,0.004375792,0
118,11611,98.39830508,0.001594598,0
98,9566,97.6122449,0.002181969,0
52,5122,98.5,0.004702098,0
18,1339,74.38888889,0.013609588,0
31,2969,95.77419355,0.0060509,0
17,1556,91.52941176,0.015129812,0
59,5486,92.98305085,0.004132328,0
64,6267,97.921875,0.003416302,0
20,1833,91.65,0.011486737,0
58,5384,92.82758621,0.004039649,0
40,3873,96.825,0.006162436,0
29,2514,86.68965517,0.007724179,0
102,9927,97.32352941,0.002252396,0
70,6848,97.82857143,0.003293652,0
170,16403,96.48823529,0.001459183,0
205,20356,99.29756098,0.001168956,0
216,21307,98.64351852,0.001120195,0
76,7326,96.39473684,0.0032486,0
29,2676,92.27586207,0.008603571,0
16,1483,92.6875,0.013275333,0
20,1584,79.2,0.010654316,0
69,6773,98.15942029,0.002939912,0
37,3665,99.05405405,0.006657889,0
6,390,65,0.0401372,0
12,868,72.33333333,0.018302636,0
91,8817,96.89010989,0.002594867,0
8,545,68.125,0.034122429,0
144,14067,97.6875,0.001402035,0
73,7024,96.21917808,0.003136514,0
80,7653,95.6625,0.002789152,0
21,2011,95.76190476,0.0119679,0
6,390,65,0.0401532,0
100,9610,96.1,0.002394505,0
201,19742,98.21890547,0.001229995,0
202,20259,100.2920792,0.001205498,0
199,19651,98.74874372,0.001182717,0
114,11144,97.75438596,0.002124743,0
103,10072,97.78640777,0.002296382,0
14,1243,88.78571429,0.018357231,0
60,5844,97.4,0.003580746,0
24,2072,86.33333333,0.008779913,0
33,3127,94.75757576,0.006243719,0
64,6100,95.3125,0.003824587,0
98,9604,98,0.00219534,0
55,5206,94.65454545,0.003780481,0
68,6637,97.60294118,0.003519149,0
19,1455,76.57894737,0.013316,0
50,5093,101.86,0.004283245,0
67,6399,95.50746269,0.002879833,0
15,1328,88.53333333,0.015077143,0
27,2550,94.44444444,0.009249923,0
42,3874,92.23809524,0.004876951,0
209,20648,98.79425837,0.00108813,0
271,27198,100.3616236,0.000867752,0
111,10920,98.37837838,0.002254445,0
74,6932,93.67567568,0.003319329,0
115,11273,98.02608696,0.002184421,0
147,14414,98.05442177,0.001623021,0
75,7415,98.86666667,0.003351203,0
48,4359,90.8125,0.004794277,0
117,11587,99.03418803,0.001793172,0
32,2774,86.6875,0.006457548,0
7,455,65,0.039847333,0
115,11268,97.9826087,0.001800763,0
16,1459,91.1875,0.013901867,0
44,4222,95.95454545,0.005081744,0
54,5108,94.59259259,0.004520208,0
99,9891,99.90909091,0.002047878,0
43,4025,93.60465116,0.005185286,0
32,2731,85.34375,0.006471677,0
129,12801,99.23255814,0.0018705,0
73,7133,97.71232877,0.002786417,0
265,26421,99.70188679,0.000856394,0
167,16473,98.64071856,0.001340476,0
209,20697,99.02870813,0.001186058,0
114,11114,97.49122807,0.002192717,0
78,7527,96.5,0.003123182,0
59,5726,97.05084746,0.004119914,0
7,455,65,0.0399945,0
6,390,65,0.0401352,0
81,7813,96.45679012,0.0024248,0
112,11010,98.30357143,0.001900423,0
51,4947,97,0.00479956,0
259,25620,98.91891892,0.000777961,0
15,1172,78.13333333,0.012981786,0
23,2010,87.39130435,0.010901682,0
54,5227,96.7962963,0.004518321,0
46,4435,96.41304348,0.004460933,0
110,10610,96.45454545,0.001935982,0
65,6369,97.98461538,0.003123047,0
120,11629,96.90833333,0.002047571,0
31,2684,86.58064516,0.0066831,0
92,8919,96.94565217,0.002213121,0
94,9021,95.96808511,0.002452957,0
212,20916,98.66037736,0.001136128,0
291,28839,99.10309278,0.000856083,0
138,13399,97.0942029,0.001745693,0
89,8446,94.8988764,0.002676818,0
61,5903,96.7704918,0.0040095,0
39,3796,97.33333333,0.005657763,0
94,9091,96.71276596,0.00238771,0
86,8347,97.05813953,0.002355659,0
8,537,67.125,0.034264714,0
13,973,74.84615385,0.017444167,0
29,2796,96.4137931,0.00649475,0
12,1066,88.83333333,0.019180727,0
41,3754,91.56097561,0.005993,0
52,5172,99.46153846,0.003909804,0
26,2211,85.03846154,0.00799304,0
17,1334,78.47058824,0.012531,0
101,10021,99.21782178,0.00247534,0
94,9054,96.31914894,0.00249657,0
90,8564,95.15555556,0.002264629,0
110,10784,98.03636364,0.001937936,0
278,27481,98.85251799,0.000871444,0
174,17307,99.46551724,0.001327347,0
160,15646,97.7875,0.001517881,0
41,4036,98.43902439,0.0052268,0
16,1173,73.3125,0.016027133,0
40,3868,96.7,0.005478,0
115,11294,98.20869565,0.001807254,0
97,9379,96.69072165,0.002084365,0
14,1273,90.92857143,0.018513231,0
77,7389,95.96103896,0.002720632,0
26,2748,105.6923077,0.00792828,0
18,1526,84.77777778,0.013721706,0
18,1694,94.11111111,0.014146882,0
8,562,70.25,0.028608429,0
13,936,72,0.016742667,0
45,4368,97.06666667,0.00531625,0
48,4394,91.54166667,0.005123319,0
21,1854,88.28571429,0.01046715,0
68,6754,99.32352941,0.003363597,0
62,5954,96.03225806,0.003999902,0
87,8221,94.49425287,0.002827744,0
163,16544,101.4969325,0.001486358,0
171,16909,98.88304094,0.001428494,0
76,7141,93.96052632,0.002703493,0
9,835,92.77777778,0.030909,0
14,1076,76.85714286,0.017557385,0
9,658,73.11111111,0.022816125,0
8,518,64.75,0.030025571,0
7,455,65,0.0400405,0
38,3745,98.55263158,0.005565973,0
34,3158,92.88235294,0.00608303,0
23,2062,89.65217391,0.009103818,0
11,793,72.09090909,0.0239906,0
23,2250,97.82608696,0.009114364,0
14,1030,73.57142857,0.015516462,0
6,390,65,0.0399996,0
44,4215,95.79545455,0.005599581,0
6,390,65,0.039928,0
145,14282,98.49655172,0.001575458,0
208,20753,99.77403846,0.001177391,0
117,11626,99.36752137,0.00209075,0
106,10377,97.89622642,0.002306771,0
118,11484,97.3220339,0.001933504,0
30,2782,92.73333333,0.007030897,0
9,652,72.44444444,0.030013625,0
74,7186,97.10810811,0.003166986,0
19,1686,88.73684211,0.011130778,0
6,390,65,0.0399716,0
7,455,65,0.040037833,0
8,560,70,0.030478,0
9,649,72.11111111,0.0250215,0
24,2314,96.41666667,0.008703957,0
17,1361,80.05882353,0.014991813,0
12,1071,89.25,0.018394455,0
9,649,72.11111111,0.024986125,0
11,828,75.27272727,0.0200633,0
13,1184,91.07692308,0.0200365,0
7,456,65.14285714,0.033299667,0
25,1924,76.96,0.009434875,0
69,7003,101.4927536,0.003464971,0
46,4176,90.7826087,0.005345289,0
90,8999,99.98888889,0.002249697,0
82,7551,92.08536585,0.002806691,0
61,5785,94.83606557,0.003844733,0
18,1541,85.61111111,0.014117824,0
8,758,94.75,0.030202857,0
53,5079,95.83018868,0.004363808,0
63,5902,93.68253968,0.003243645,0
10,691,69.1,0.026687667,0
13,1201,92.38461538,0.016637,0
11,895,81.36363636,0.0181189,0
22,2046,93,0.010006476,0
15,1111,74.06666667,0.017137,0
10,746,74.6,0.022205556,0
9,649,72.11111111,0.02526,0
6,390,65,0.0399832,0
9,619,68.77777778,0.02990325,0
6,390,65,0.0400272,0
25,2339,93.56,0.008379042,0
7,432,61.71428571,0.0334265,0
70,6584,94.05714286,0.003478449,0
90,8803,97.81111111,0.002574157,0
181,17649,97.50828729,0.001382067,0
58,5578,96.17241379,0.004147386,0
7,455,65,0.040082333,0
8,558,69.75,0.028529143,0
20,1786,89.3,0.010702211,0
11,1054,95.81818182,0.0201317,0
13,914,70.30769231,0.020054,0
13,1178,90.61538462,0.016602,0
9,649,72.11111111,0.0250575,0
6,390,65,0.0399938,0
8,623,77.875,0.034324143,0
6,390,65,0.0399282,0
9,649,72.11111111,0.025281125,0
10,768,76.8,0.022267889,0
10,692,69.2,0.026748889,0
8,546,68.25,0.028655571,0
20,1769,88.45,0.010569421,0
89,8643,97.11235955,0.002321659,0
35,3209,91.68571429,0.007080559,0
145,14276,98.45517241,0.001615514,0
78,7416,95.07692308,0.003088169,0
50,4793,95.86,0.00492902,0
41,3832,93.46341463,0.0060084,0
8,522,65.25,0.028710429,0
20,1778,88.9,0.011626842,0
8,518,64.75,0.029933857,0
8,698,87.25,0.034331143,0
6,390,65,0.0399498,0
21,1853,88.23809524,0.01208885,0
8,587,73.375,0.028681571,0
10,917,91.7,0.026738,0
6,390,65,0.0399172,0
9,649,72.11111111,0.028339875,0
6,390,65,0.0401284,0
7,455,65,0.040012333,0
6,390,65,0.0399506,0
9,649,72.11111111,0.025130875,0
78,7511,96.29487179,0.003004805,0
63,6075,96.42857143,0.004007742,0
61,6118,100.295082,0.003800267,0
66,6093,92.31818182,0.003465862,0
52,5080,97.69230769,0.00393151,0
9,623,69.22222222,0.030004125,0
14,1239,88.5,0.015434077,0
18,1721,95.61111111,0.011776647,0
9,674,74.88888889,0.0257815,0
7,455,65,0.039851833,0
6,390,65,0.0399242,0
10,731,73.1,0.022409778,0
6,390,65,0.0401858,0
7,455,65,0.040072167,0
6,390,65,0.0399408,0
12,1107,92.25,0.018257455,0
6,390,65,0.0401924,0
7,455,65,0.0400785,0
11,771,70.09090909,0.0218567,0
10,715,71.5,0.022311667,0
18,1596,88.66666667,0.011801588,0
8,531,66.375,0.034210857,0
21,1916,91.23809524,0.0100394,0
68,6666,98.02941176,0.003405343,0
31,2742,88.4516129,0.007859033,0
33,3219,97.54545455,0.007721781,0
42,4136,98.47619048,0.005217902,0
19,1620,85.26315789,0.011189,0
9,873,97,0.0249995,0
7,455,65,0.0400645,0
24,2113,88.04166667,0.00929087,0
10,764,76.4,0.022431333,0
6,390,65,0.040126,0
14,1239,88.5,0.018437154,0
17,1316,77.41176471,0.012529188,0
21,2115,100.7142857,0.01007285,0
30,2616,87.2,0.008205414,0
64,6157,96.203125,0.003813206,0
17,1261,74.17647059,0.012518438,0
63,6071,96.36507937,0.00339071,0
61,5657,92.73770492,0.0033857,0
158,15352,97.16455696,0.001570006,0
208,21048,101.1923077,0.001110459,0
180,17601,97.78333333,0.001343855,0
106,10492,98.98113208,0.002271924,0
28,2441,87.17857143,0.008932074,0
37,3631,98.13513514,0.005693028,0
23,1812,78.7826087,0.009155591,0
27,2610,96.66666667,0.008148731,0
7,455,65,0.039992833,0
20,1841,92.05,0.01052,0
9,649,72.11111111,0.025175125,0
32,2924,91.375,0.007641548,0
52,5121,98.48076923,0.004722471,0
12,991,82.58333333,0.018124818,0
27,2376,88,0.009412385,0
11,1053,95.72727273,0.0199981,0
31,2668,86.06451613,0.0079894,0
12,1132,94.33333333,0.018174545,0
99,9486,95.81818182,0.002299255,0
124,12068,97.32258065,0.001811911,0
131,12966,98.97709924,0.001897162,0
62,5953,96.01612903,0.003826295,0
96,9245,96.30208333,0.002343411,0
30,2644,88.13333333,0.007131,0
17,1492,87.76470588,0.014999,0
21,1874,89.23809524,0.01094825,0
10,718,71.8,0.022267667,0
8,522,65.25,0.028561286,0
26,2431,93.5,0.009604,0
55,5388,97.96363636,0.003978352,0
17,1306,76.82352941,0.0126195,0
6,390,65,0.0400042,0
9,640,71.11111111,0.0300885,0
8,558,69.75,0.028673571,0
16,1372,85.75,0.0135488,0
10,728,72.8,0.022234,0
17,1505,88.52941176,0.015053438,0
6,390,65,0.0399668,0
5,368,73.6,0.04535475,0
43,4307,100.1627907,0.004468024,0
75,6987,93.16,0.002447946,0
57,4806,84.31578947,0.004031518,0
100,9432,94.32,0.002460808,0
15,1354,90.26666667,0.015078429,0
7,455,65,0.040085167,0
7,506,72.28571429,0.033346333,0
82,7362,89.7804878,0.002940383,0
21,2109,100.4285714,0.0100082,0
13,974,74.92307692,0.020031417,0
6,390,65,0.0399332,0
20,1740,87,0.012795421,0
6,390,65,0.0399332,0
67,6589,98.34328358,0.003643121,0
46,4202,91.34782609,0.004441111,0
22,2167,98.5,0.010091952,0
15,1349,89.93333333,0.014190143,0
10,738,73.8,0.026678889,0
13,953,73.30769231,0.01934025,0
15,1420,94.66666667,0.013034571,0
56,5458,97.46428571,0.004304691,0
85,8155,95.94117647,0.002876786,0
105,9964,94.8952381,0.001924567,0
97,9572,98.68041237,0.00196025,0
51,4705,92.25490196,0.004208,0
20,1620,81,0.012658,0
33,3115,94.39393939,0.00715225,0
61,5888,96.52459016,0.003644617,0
14,1090,77.85714286,0.015488692,0
15,1301,86.73333333,0.017176714,0
15,1311,87.4,0.014912714,0
7,521,74.42857143,0.030201167,0
8,518,64.75,0.029918571,0
7,455,65,0.040014,0
22,1948,88.54545455,0.009515429,0
19,1730,91.05263158,0.011583222,0
6,390,65,0.0402042,0
9,581,64.55555556,0.0306345,0
41,3778,92.14634146,0.0056016,0
68,6476,95.23529412,0.003386254,0
90,8766,97.4,0.002399011,0
60,5738,95.63333333,0.00406939,0
78,7549,96.78205128,0.002596234,0
56,5260,93.92857143,0.004164436,0
82,8166,99.58536585,0.002604494,0
21,1870,89.04761905,0.01198725,0
6,390,65,0.0401332,0
42,4070,96.9047619,0.004439,0
45,4316,95.91111111,0.005160455,0
16,1237,77.3125,0.0160474,0
11,989,89.90909091,0.0208928,0
99,9542,96.38383838,0.00204551,0
6,390,65,0.0399892,0
8,623,77.875,0.034246571,0
6,390,65,0.0399296,0
26,2233,85.88461538,0.00806944,0
8,558,69.75,0.028598143,0
23,2237,97.26086957,0.010944409,0
22,1968,89.45454545,0.009522905,0
30,2812,93.73333333,0.007752655,0
76,7385,97.17105263,0.002792573,0
103,10072,97.78640777,0.002430176,0
98,9545,97.39795918,0.002429608,0
115,11354,98.73043478,0.001980368,0
61,5888,96.52459016,0.003507317,0
34,3087,90.79411765,0.007278545,0
17,1314,77.29411765,0.014329625,0
25,2421,96.84,0.008437958,0
17,1556,91.52941176,0.013482875,0
15,1098,73.2,0.017181,0
11,772,70.18181818,0.0199941,0
9,649,72.11111111,0.025212,0
8,770,96.25,0.028645143,0
10,739,73.9,0.026686222,0
10,681,68.1,0.023781556,0
18,1618,89.88888889,0.011838176,0
29,2618,90.27586207,0.007126179,0
53,4897,92.39622642,0.004618577,0
20,2007,100.35,0.010521316,0
71,6761,95.22535211,0.002856914,0
113,11087,98.11504425,0.001895393,0
80,7725,96.5625,0.003035051,0
127,12513,98.52755906,0.001714913,0
109,10805,99.12844037,0.002118185,0
107,10360,96.82242991,0.001989877,0
76,7379,97.09210526,0.003194907,0
43,4091,95.13953488,0.00521619,0
41,4006,97.70731707,0.0046223,0
59,5717,96.89830508,0.003679534,0
37,3336,90.16216216,0.006665083,0
54,5102,94.48148148,0.003861736,0
9,649,72.11111111,0.025165625,0
19,1910,100.5263158,0.011059278,0
25,1980,79.2,0.010020792,0
8,548,68.5,0.028542286,0
21,2150,102.3809524,0.0093409,0
11,737,67,0.0211653,0
7,455,65,0.040040333,0
13,1221,93.92307692,0.016664583,0
47,4505,95.85106383,0.004953761,0
74,7198,97.27027027,0.003315493,0
119,11774,98.94117647,0.002032864,0
53,5179,97.71698113,0.004095692,0
85,8399,98.81176471,0.002636286,0
36,3277,91.02777778,0.005721943,0
8,497,62.125,0.034315286,0
55,5377,97.76363636,0.003704593,0
45,4345,96.55555556,0.004607977,0
19,1677,88.26315789,0.011547333,0
13,934,71.84615385,0.02002725,0
18,1595,88.61111111,0.011731882,0
23,2023,87.95652174,0.010097545,0
6,390,65,0.0399986,0
16,1421,88.8125,0.016002067,0
32,2732,85.375,0.006447613,0
7,521,74.42857143,0.0304265,0
13,1127,86.69230769,0.0173145,0
7,455,65,0.040045667,0
17,1549,91.11764706,0.012498375,0
29,2533,87.34482759,0.006490357,0
34,3061,90.02941176,0.007143242,0
73,7034,96.35616438,0.003337694,0
113,10575,93.5840708,0.002083339,0
60,5928,98.8,0.004038576,0
69,6220,90.14492754,0.003536809,0
22,1854,84.27272727,0.011397667,0
19,1679,88.36842105,0.011146778,0
16,1220,76.25,0.0135044,0
10,788,78.8,0.022098111,0
13,1132,87.07692308,0.02001,0
6,390,65,0.040134,0
9,649,72.11111111,0.02511825,0
6,390,65,0.0399436,0
8,623,77.875,0.034212857,0
6,390,65,0.0399354,0
7,521,74.42857143,0.0304175,0
39,3532,90.56410256,0.005579816,0
8,541,67.625,0.034293571,0
6,390,65,0.040171,0
56,5229,93.375,0.004063418,0
48,4506,93.875,0.004265574,0
55,5271,95.83636364,0.004450537,0
106,10488,98.94339623,0.001954438,0
57,5540,97.19298246,0.003951911,0
89,8409,94.48314607,0.002392273,0
18,1557,86.5,0.014127294,0
6,390,65,0.0399458,0
9,649,72.11111111,0.025234375,0
6,390,65,0.0401846,0
7,455,65,0.040111833,0
6,390,65,0.0399488,0
7,521,74.42857143,0.030405333,0
10,650,65,0.023476333,0
7,455,65,0.0400225,0
6,390,65,0.039937,0
81,8160,100.7407407,0.002818275,0
14,1052,75.14285714,0.016305615,0
7,455,65,0.040028667,0
6,390,65,0.039953,0
9,649,72.11111111,0.02514725,0
32,3188,99.625,0.006491,0
21,1643,78.23809524,0.01197035,0
21,2102,100.0952381,0.0099748,0
61,5709,93.59016393,0.003891783,0
6,390,65,0.0400478,0
43,4163,96.81395349,0.005719595,0
6,390,65,0.039934,0
9,649,72.11111111,0.02505075,0
17,1283,75.47058824,0.013743125,0
22,2174,98.81818182,0.01139581,0
21,1876,89.33333333,0.01046455,0
43,3905,90.81395349,0.005838333,0
8,758,94.75,0.028663714,0
7,455,65,0.0398805,0
6,390,65,0.0399546,0
7,521,74.42857143,0.0304015,0
8,518,64.75,0.030197286,0
9,631,70.11111111,0.030028625,0
9,673,74.77777778,0.027102,0
15,1334,88.93333333,0.014371357,0
18,1624,90.22222222,0.013831882,0
62,5726,92.35483871,0.003933951,0
64,6351,99.234375,0.003541714,0
18,1438,79.88888889,0.011732706,0
47,4471,95.12765957,0.004593261,0
8,521,65.125,0.034366571,0
7,456,65.14285714,0.0333095,0
50,4711,94.22,0.004136469,0
6,390,65,0.0399238,0
7,455,65,0.040038667,0
6,390,65,0.0399148,0
9,649,72.11111111,0.02514475,0
6,390,65,0.039941,0
15,1341,89.4,0.017140786,0
12,909,75.75,0.018189909,0
9,649,72.11111111,0.02516375,0
6,390,65,0.0399604,0
20,1953,97.65,0.012624316,0
6,390,65,0.0402444,0
121,11724,96.89256198,0.001880458,0
42,4136,98.47619048,0.004882317,0
82,7794,95.04878049,0.003040519,0
44,4258,96.77272727,0.004641209,0
112,10806,96.48214286,0.002053135,0
41,3776,92.09756098,0.00557715,0
7,455,65,0.040064333,0
23,2171,94.39130435,0.009101409,0
63,6216,98.66666667,0.00364729,0
6,390,65,0.0401336,0
15,1118,74.53333333,0.017148786,0
13,1007,77.46153846,0.017483667,0
25,2452,98.08,0.007895,0
11,713,64.81818182,0.0211205,0
16,1468,91.75,0.016014,0
7,558,79.71428571,0.033191667,0
9,649,72.11111111,0.0250885,0
34,2901,85.32352941,0.006063152,0
55,5336,97.01818182,0.004461796,0
37,3447,93.16216216,0.005563139,0
23,1829,79.52173913,0.009663273,0
126,12368,98.15873016,0.001603624,0
81,7490,92.4691358,0.002999188,0
134,13250,98.88059701,0.001608128,0
102,9775,95.83333333,0.002258396,0
33,3079,93.3030303,0.0066205,0
27,2538,94,0.009203308,0
68,6468,95.11764706,0.003039313,0
25,2415,96.6,0.008343583,0
7,468,66.85714286,0.033286667,0
18,1638,91,0.014139647,0
13,956,73.53846154,0.0166375,0
13,954,73.38461538,0.016810167,0
6,390,65,0.0399376,0
11,973,88.45454545,0.0239514,0
8,522,65.25,0.028656286,0
26,2407,92.57692308,0.00820636,0
55,5262,95.67272727,0.00390187,0
22,1904,86.54545455,0.011741143,0
8,539,67.375,0.028617,0
14,1126,80.42857143,0.014012,0
34,3186,93.70588235,0.007136758,0
111,10815,97.43243243,0.002186218,0
64,6053,94.578125,0.003346841,0
101,9806,97.08910891,0.00227456,0
29,2828,97.51724138,0.007094536,0
14,1008,72,0.018468385,0
6,390,65,0.039989,0
11,733,66.63636364,0.0200866,0
52,5040,96.92307692,0.004166902,0
43,4151,96.53488372,0.005700762,0
6,390,65,0.039921,0
9,649,72.11111111,0.027891125,0
14,1042,74.42857143,0.015379308,0
11,999,90.81818182,0.0240086,0
16,1256,78.5,0.0133412,0
10,731,73.1,0.022343778,0
14,1269,90.64285714,0.015434077,0
9,613,68.11111111,0.030038625,0
12,1151,95.91666667,0.020337818,0
74,6984,94.37837838,0.002864384,0
42,3765,89.64285714,0.00576761,0
43,4117,95.74418605,0.00590081,0
95,9124,96.04210526,0.002284702,0
41,3725,90.85365854,0.005676425,0
65,6258,96.27692308,0.003704016,0
38,3660,96.31578947,0.006486297,0
6,390,65,0.0399912,0
10,715,71.5,0.022401556,0
19,1495,78.68421053,0.012451333,0
16,1394,87.125,0.0160506,0
6,390,65,0.0399354,0
9,649,72.11111111,0.02520075,0
6,390,65,0.0399692,0
9,653,72.55555556,0.030049875,0
33,3054,92.54545455,0.007226688,0
51,4834,94.78431373,0.00362782,0
12,1066,88.83333333,0.019250909,0
7,455,65,0.040047,0
6,390,65,0.0399572,0
27,2379,88.11111111,0.007806654,0
100,9809,98.09,0.002402192,0
137,13511,98.62043796,0.001768382,0
151,15195,100.6291391,0.0013417,0
133,13045,98.08270677,0.00160472,0
37,3411,92.18918919,0.006380417,0
28,2645,94.46428571,0.008886185,0
9,644,71.55555556,0.026517,0
80,7666,95.825,0.002539823,0
14,1272,90.85714286,0.016619769,0
13,1153,88.69230769,0.0199065,0
13,997,76.69230769,0.017066417,0
21,1875,89.28571429,0.01186335,0
6,390,65,0.040176,0
24,2146,89.41666667,0.010461609,0
6,390,65,0.0399064,0
9,649,72.11111111,0.025219125,0
6,390,65,0.040022,0
71,6922,97.49295775,0.003431,0
37,3421,92.45945946,0.005539167,0
75,7260,96.8,0.002984649,0
100,9769,97.69,0.002185081,0
74,7414,100.1891892,0.003354575,0
94,9132,97.14893617,0.002147538,0
190,18964,99.81052632,0.001203503,0
97,9324,96.12371134,0.002558021,0
17,1278,75.17647059,0.015036563,0
21,2088,99.42857143,0.01098775,0
31,2739,88.35483871,0.006066433,0
16,1384,86.5,0.0151926,0
30,2839,94.63333333,0.008272552,0
52,4893,94.09615385,0.004259824,0
10,758,75.8,0.020390889,0
12,1062,88.5,0.019075273,0
46,4158,90.39130435,0.005340133,0
20,1738,86.9,0.010555789,0
19,1694,89.15789474,0.012050389,0
13,1152,88.61538462,0.016836417,0
22,1930,87.72727273,0.011445524,0
7,432,61.71428571,0.033290333,0
9,649,72.11111111,0.02514725,0
6,390,65,0.039961,0
47,4476,95.23404255,0.005225522,0
73,7084,97.04109589,0.003377222,0
136,13499,99.25735294,0.00177783,0
68,6456,94.94117647,0.003113806,0
58,5562,95.89655172,0.004225316,0
58,5659,97.56896552,0.003830404,0
11,841,76.45454545,0.0181732,0
8,518,64.75,0.030077,0
9,613,68.11111111,0.0300545,0
17,1609,94.64705882,0.0125225,0
10,731,73.1,0.024833556,0
6,390,65,0.039966,0
14,1068,76.28571429,0.018394615,0
9,603,67,0.024892375,0
15,1355,90.33333333,0.014745571,0
7,468,66.85714286,0.0333695,0
8,531,66.375,0.034337571,0
6,390,65,0.039941,0
9,649,72.11111111,0.0250275,0
16,1440,90,0.015658067,0
116,11324,97.62068966,0.002088652,0
60,5829,97.15,0.004034881,0
64,6108,95.4375,0.003318714,0
32,3178,99.3125,0.006411774,0
10,738,73.8,0.026899556,0
10,934,93.4,0.023005778,0
11,851,77.36363636,0.0200479,0
7,468,66.85714286,0.033306,0
8,521,65.125,0.034314286,0
10,669,66.9,0.022782444,0
14,1087,77.64285714,0.015572615,0
37,3464,93.62162162,0.005573611,0
15,1326,88.4,0.017127714,0
7,472,67.42857143,0.033332333,0
18,1647,91.5,0.011877294,0
10,676,67.6,0.026011333,0
19,1693,89.10526316,0.013290444,0
28,2434,86.92857143,0.007405963,0
20,2011,100.55,0.010590737,0
84,8256,98.28571429,0.002707614,0
40,3659,91.475,0.006163744,0
131,12811,97.79389313,0.001847662,0
57,5508,96.63157895,0.004192536,0
31,3107,100.2258065,0.0081737,0
42,3890,92.61904762,0.005839659,0
11,801,72.81818182,0.0200125,0
11,786,71.45454545,0.0201304,0
16,1496,93.5,0.015678933,0
20,1683,84.15,0.012687737,0
6,390,65,0.0399474,0
7,521,74.42857143,0.030388667,0
8,518,64.75,0.030024,0
8,623,77.875,0.034202286,0
8,550,68.75,0.028704857,0
19,1485,78.15789474,0.012061778,0
8,558,69.75,0.028647714,0
7,455,65,0.040108667,0
9,626,69.55555556,0.02509575,0
31,3120,100.6451613,0.0073627,0
55,5297,96.30909091,0.00370913,0
22,1726,78.45454545,0.011418095,0
6,390,65,0.040138,0
69,6586,95.44927536,0.003229485,0
53,4993,94.20754717,0.004043519,0
26,2308,88.76923077,0.0096542,0
24,2121,88.375,0.009446217,0
25,2457,98.28,0.007563167,0
13,974,74.92307692,0.019091417,0
41,3790,92.43902439,0.006004275,0
22,1518,69,0.009939095,0
12,1084,90.33333333,0.020512182,0
7,472,67.42857143,0.033468333,0
7,455,65,0.040089667,0
6,390,65,0.0399512,0
9,649,72.11111111,0.025134,0
13,1030,79.23076923,0.017438833,0
8,537,67.125,0.034337714,0
9,588,65.33333333,0.027026,0
8,587,73.375,0.025894143,0
17,1533,90.17647059,0.013149438,0
124,12213,98.49193548,0.001956171,0
58,5601,96.56896552,0.004018386,0
53,5009,94.50943396,0.004360846,0
49,4857,99.12244898,0.004420708,0
21,1845,87.85714286,0.0119921,0
20,1844,92.2,0.010983684,0
21,1666,79.33333333,0.01043745,0
7,676,96.57142857,0.036091167,0
27,2362,87.48148148,0.009239,0
6,390,65,0.03996,0
10,731,73.1,0.024027,0
7,676,96.57142857,0.0333085,0
10,717,71.7,0.026606333,0
6,390,65,0.039941,0
9,649,72.11111111,0.025237875,0
6,390,65,0.0399194,0
9,660,73.33333333,0.029981125,0
11,693,63,0.0208122,0
12,929,77.41666667,0.019895636,0
6,390,65,0.0399544,0
35,3229,92.25714286,0.007047941,0
82,8074,98.46341463,0.002729667,0
96,9227,96.11458333,0.002015337,0
46,4601,100.0217391,0.004654378,0
7,455,65,0.039928167,0
6,390,65,0.040109,0
10,691,69.1,0.022403333,0
